1.000000	-1.827103	8.791043	-17.041047	34.134042	-50.508479	59.176821	-121.629151	91.463081	-183.135149	145.511690	-155.717435	139.308263	-226.973372	80.574636	-98.205000	35.284197	0.963109	0.946354	0.916516	0.829815	0.827288	0.920595	0.920258	4772.276891	4900.162264	36.606482	952.025592	1022.466673	86.809958	1647564010.174391	0.000000
2.000000	-3.675653	14.744238	-28.021350	47.726907	-67.458603	69.665340	-106.835357	48.381102	-79.129601	36.888527	16.726344	-36.119930	131.744227	-209.015984	312.312676	-184.607456	0.811983	0.886622	0.819646	0.962173	0.975898	0.802150	1.002072	4520.568081	5272.582574	36.605921	1031.063812	985.768241	88.076866	1647564010.178391	0.000000
3.000000	-4.977892	20.668078	-37.736062	64.884116	-51.410844	43.927247	-24.851326	-34.078823	98.348364	-113.372258	163.332571	-82.608558	153.329003	-47.073559	-14.470447	81.295080	0.886587	0.958997	0.942025	0.867008	0.800477	0.972558	0.932522	4761.252263	5436.532173	36.606832	961.084251	1045.503844	99.259397	1647564010.182391	0.000000
4.000000	-6.678179	25.776223	-46.916864	44.134194	-27.000326	-10.932909	66.371519	-96.441918	111.028220	-65.516355	35.707928	58.888163	-88.741386	165.484354	-312.947039	75.403165	0.856861	0.817244	0.835826	0.997888	0.830260	0.853204	1.075193	4504.098704	5075.926163	36.599644	1056.815604	1064.832251	81.857920	1647564010.186391	0.000000
5.000000	-7.937895	28.589366	-35.674311	23.262575	16.224055	-64.419305	93.805481	-111.800257	40.476688	48.300180	-104.850652	175.325276	-129.125660	-1.817947	124.093320	-136.939485	0.823116	0.976282	0.828004	0.959202	0.832656	0.932127	1.022560	5283.421041	5205.944065	36.596392	1087.177340	1070.581937	84.692924	1647564010.190391	0.000000
6.000000	-9.904906	28.049555	-30.494611	-1.191243	56.174590	-100.712572	46.463756	13.481849	-118.401474	152.384432	-141.438060	-28.093453	180.198439	-307.007132	129.390365	66.598856	0.978630	0.913946	0.877057	0.962144	0.958275	0.941345	1.067990	4540.844219	4539.999810	36.596287	944.723793	960.892677	82.126477	1647564010.194391	0.000000
7.000000	-10.788605	29.393478	-16.767764	-24.793672	56.309868	-64.352010	-12.608033	110.687893	-127.317571	26.295600	96.027177	-216.672638	151.643924	23.210039	-219.069051	50.828013	0.975244	0.988524	0.858622	0.977178	0.972386	0.998614	1.097914	4845.666914	4544.496765	36.606084	905.380080	1008.626294	84.009791	1647564010.198391	0.000000
8.000000	-11.591931	24.756889	-1.209621	-42.163139	49.319415	-0.087609	-76.926628	93.626828	3.799297	-183.686446	156.436581	7.765385	-117.847900	114.699261	18.226892	-57.824377	0.859478	0.904476	0.825389	0.859135	0.945296	0.950136	1.075560	5153.116375	4881.829444	36.594704	1093.377464	1019.793505	85.069434	1647564010.202391	0.000000
9.000000	-12.625958	19.099717	15.530603	-61.741225	30.093369	64.475853	-84.022743	3.765663	141.862828	-144.225420	-32.568826	268.864977	-60.743416	-187.777391	216.496517	-0.458685	0.911758	0.970302	0.865433	0.845862	0.948615	0.975252	1.080780	5047.463004	4822.703563	36.605375	943.590344	943.241391	95.468550	1647564010.206391	0.000000
10.000000	-14.004572	16.909081	24.174261	-58.257867	-17.084129	68.970072	-36.280965	-103.518976	88.234635	51.977703	-236.828097	16.651093	120.044363	-90.587931	-162.371722	126.921231	0.951651	0.800862	0.823707	0.947485	0.914475	0.859129	0.972626	5055.464168	5193.126681	36.601912	1063.124104	1087.346233	92.928539	1647564010.210391	0.000000
11.000000	-13.785977	9.745660	36.813328	-36.509880	-54.147788	77.134329	56.073553	-104.417511	-42.559598	201.908019	-0.481955	-125.614832	72.904538	135.956009	-62.267433	-247.541456	0.912817	0.883113	0.801956	0.818196	0.914953	0.914072	1.006948	5493.377241	5448.323756	36.594828	972.867327	1027.713424	97.316958	1647564010.214391	0.000000
12.000000	-14.337128	2.333454	37.102688	-6.280424	-55.840439	8.686114	121.789530	-13.686516	-109.228652	32.678725	70.125707	-52.862415	-162.873385	76.443115	247.485350	-46.642247	0.928435	0.904008	0.944317	0.827497	0.928401	0.993838	1.026005	4979.403204	5289.777987	36.596942	1013.569853	994.387632	82.978202	1647564010.218391	0.000000
